Mod:Item:MetaData, Localized Name
botania:manaresource:16, Mana Infused String
botania:manaresource:17, Manasteel Nugget
botania:manaresource:18, Terrasteel Nugget
botania:manaresource:19, Elementium Nugget
botania:manaresource:22, Manaweave Cloth
botania:manaresource:23, Mana Powder
botania:lens:0, Mana Lens
botania:lens:1, Mana Lens: Velocity
botania:lens:2, Mana Lens: Potency
botania:lens:3, Mana Lens: Resistance
botania:lens:4, Mana Lens: Efficiency
botania:lens:5, Mana Lens: Bounce
botania:lens:6, Mana Lens: Gravity
botania:lens:7, Mana Lens: Bore
botania:lens:8, Mana Lens: Damaging
botania:lens:9, Mana Lens: Phantom
botania:lens:10, Mana Lens: Magnetizing
botania:lens:11, Mana Lens: Entropic
botania:lens:12, Mana Lens: Influence
botania:lens:13, Mana Lens: Weight
botania:lens:14, Mana Lens: Paintslinger
botania:lens:15, Mana Lens: Kindle
botania:lens:16, Mana Lens: Force
botania:lens:17, Mana Lens: Flash
botania:lens:18, Mana Lens: Warp
botania:lens:19, Mana Lens: Redirective
botania:lens:20, Mana Lens: Celebratory
botania:lens:21, Mana Lens: Flare
botania:lens:22, Mana Lens: Messenger
botania:lens:23, Mana Lens: Tripwire
botania:rune:0, Rune of Water
botania:rune:1, Rune of Fire
botania:rune:2, Rune of Earth
botania:rune:3, Rune of Air
botania:rune:4, Rune of Spring
botania:rune:5, Rune of Summer
botania:rune:6, Rune of Autumn
botania:rune:7, Rune of Winter
botania:rune:8, Rune of Mana
botania:rune:9, Rune of Lust
botania:rune:10, Rune of Gluttony
botania:rune:11, Rune of Greed
botania:rune:12, Rune of Sloth
botania:rune:13, Rune of Wrath
botania:rune:14, Rune of Envy
botania:rune:15, Rune of Pride
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, Pasture Seeds
botania:grassseeds:1, Boreal Seeds
botania:grassseeds:2, Infestation Spores
botania:grassseeds:3, Dry Pasture Seeds
botania:grassseeds:4, Golden Pasture Seeds
botania:grassseeds:5, Vivid Pasture Seeds
botania:grassseeds:6, Scorched Pasture Seeds
botania:grassseeds:7, Infused Pasture Seeds
botania:grassseeds:8, Mutated Pasture Seeds
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, Horn of the Wild
botania:grasshorn:1, Horn of the Canopy
botania:grasshorn:2, Horn of the Covering
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, Flügel Tiara
botania:flighttiara:1, Flügel Tiara
botania:flighttiara:2, Flügel Tiara
botania:flighttiara:3, Flügel Tiara
botania:flighttiara:4, Flügel Tiara
botania:flighttiara:5, Flügel Tiara
botania:flighttiara:6, Flügel Tiara
botania:flighttiara:7, Flügel Tiara
botania:flighttiara:8, Flügel Tiara
botania:enderdagger, item.enderDagger.name
botania:quartz:0, Smokey Quartz
botania:quartz:1, Mana Quartz
botania:quartz:2, Blaze Quartz
botania:quartz:3, Lavender Quartz
botania:quartz:4, Redquartz
botania:quartz:5, Elven Quartz
botania:quartz:6, Sunny Quartz
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, Shard of Laputa
botania:laputashard:4, Shard of Laputa
botania:laputashard:9, Shard of Laputa
botania:laputashard:14, Shard of Laputa
botania:laputashard:19, Shard of Laputa
botania:virus:0, Necrodermal Virus
botania:virus:1, Nullodermal Virus
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, Spark Augment: Dispersive
botania:sparkupgrade:1, Spark Augment: Dominant
botania:sparkupgrade:2, Spark Augment: Recessive
botania:sparkupgrade:3, Spark Augment: Isolated
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, Managlass Vial
botania:vial:1, Alfglass Flask
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, Black Lotus
botania:blacklotus:1, Blacker Lotus
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, Thorn Chakram
botania:thornchakram:1, Flare Chakram
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, Crafting Pattern #1: 1x1
botania:craftpattern:1, Crafting Pattern #2: 2x2
botania:craftpattern:2, Crafting Pattern #3: 1x2
botania:craftpattern:3, Crafting Pattern #4: 2x1
botania:craftpattern:4, Crafting Pattern #5: 1x3
botania:craftpattern:5, Crafting Pattern #6: 3x1
botania:craftpattern:6, Crafting Pattern #7: 2x3
botania:craftpattern:7, Crafting Pattern #8: 3x2
botania:craftpattern:8, Crafting Pattern #9: Donut
botania:ancientwill:0, Will of Ahrim
botania:ancientwill:1, Will of Dharok
botania:ancientwill:2, Will of Guthan
botania:ancientwill:3, Will of Torag
botania:ancientwill:4, Will of Verac
botania:ancientwill:5, Will of Karil
botania:corporeaspark:0, Corporea Spark
botania:corporeaspark:1, Master Corporea Spark
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, Black Bowtie
botania:cosmetic:1, Black Tie
botania:cosmetic:2, Red Glasses
botania:cosmetic:3, Puffy Scarf
botania:cosmetic:4, Engineer Goggles
botania:cosmetic:5, Eyepatch
botania:cosmetic:6, Wicked Eyepatch
botania:cosmetic:7, Red Ribbons
botania:cosmetic:8, Pink Flower Bud
botania:cosmetic:9, Polka-Dotted Bows
botania:cosmetic:10, Blue Butterfly
botania:cosmetic:11, Cat Ears
botania:cosmetic:12, Witch Pin
botania:cosmetic:13, Devil Tail
botania:cosmetic:14, Kamui Eye
botania:cosmetic:15, Googly Eyes
botania:cosmetic:16, Four-Leafed Clover
botania:cosmetic:17, Clock Eye
botania:cosmetic:18, Unicorn Horn
botania:cosmetic:19, Devil Horns
botania:cosmetic:20, Hyper Plus
botania:cosmetic:21, Botanist Emblem
botania:cosmetic:22, Ancient Mask
botania:cosmetic:23, Eerie Mask
botania:cosmetic:24, Alien Antenna
botania:cosmetic:25, Anaglyph Glasses
botania:cosmetic:26, Orange Shades
botania:cosmetic:27, Groucho Glasses
botania:cosmetic:28, Thick Eyebrows
botania:cosmetic:29, Lusitanic Shield
botania:cosmetic:30, Tiny Potato Mask
botania:cosmetic:31, Questgiver Mark
botania:cosmetic:32, Thinking Hand
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, Black Hole Talisman
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, Stone of Temperance
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, Slime in a Bottle
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
botania:flower:0, Mystical White Flower
botania:flower:1, Mystical Orange Flower
botania:flower:2, Mystical Magenta Flower
botania:flower:3, Mystical Light Blue Flower
botania:flower:4, Mystical Yellow Flower
botania:flower:5, Mystical Lime Flower
botania:flower:6, Mystical Pink Flower
botania:flower:7, Mystical Gray Flower
botania:flower:8, Mystical Light Gray Flower
botania:flower:9, Mystical Cyan Flower
botania:flower:10, Mystical Purple Flower
botania:flower:11, Mystical Blue Flower
botania:flower:12, Mystical Brown Flower
botania:flower:13, Mystical Green Flower
botania:flower:14, Mystical Red Flower
botania:flower:15, Mystical Black Flower
botania:altar:0, Petal Apothecary
botania:altar:1, Forest Petal Apothecary
botania:altar:2, Plains Petal Apothecary
botania:altar:3, Mountain Petal Apothecary
botania:altar:4, Fungal Petal Apothecary
botania:altar:5, Swamp Petal Apothecary
botania:altar:6, Desert Petal Apothecary
botania:altar:7, Taiga Petal Apothecary
botania:altar:8, Mesa Petal Apothecary
botania:livingrock:0, Livingrock
botania:livingrock:1, Livingrock Brick
botania:livingrock:2, Mossy Livingrock Brick
botania:livingrock:3, Cracked Livingrock Brick
botania:livingrock:4, Chiseled Livingrock Brick
botania:livingwood:0, Livingwood
botania:livingwood:1, Livingwood Planks
botania:livingwood:2, Mossy Livingwood Planks
botania:livingwood:3, Framed Livingwood
botania:livingwood:4, Pattern Framed Livingwood
botania:livingwood:5, Glimmering Livingwood
botania:specialflower:0, Pure Daisy
botania:specialflower:0, Manastar
botania:specialflower:0, Endoflame
botania:specialflower:0, Hydroangeas
botania:specialflower:0, Thermalily
botania:specialflower:0, Rosa Arcana
botania:specialflower:0, Munchdew
botania:specialflower:0, Entropinnyum
botania:specialflower:0, Kekimurus
botania:specialflower:0, Gourmaryllis
botania:specialflower:0, Narslimmus
botania:specialflower:0, Spectrolus
botania:specialflower:0, Rafflowsia
botania:specialflower:0, Shulk Me Not
botania:specialflower:0, Dandelifeon
botania:specialflower:0, Jaded Amaranthus
botania:specialflower:0, Bellethorne
botania:specialflower:0, Bellethorne Petite
botania:specialflower:0, Dreadthorne
botania:specialflower:0, Heisei Dream
botania:specialflower:0, Tigerseye
botania:specialflower:0, Marimorphosis
botania:specialflower:0, Marimorphosis Petite
botania:specialflower:0, Orechid
botania:specialflower:0, Orechid Ignem
botania:specialflower:0, Fallen Kanade
botania:specialflower:0, Exoflame
botania:specialflower:0, Agricarnation
botania:specialflower:0, Agricarnation Petite
botania:specialflower:0, Hopperhock
botania:specialflower:0, Hopperhock Petite
botania:specialflower:0, Rannuncarpus
botania:specialflower:0, Rannuncarpus Petite
botania:specialflower:0, Tangleberrie
botania:specialflower:0, Jiyuulia
botania:specialflower:0, Hyacidus
botania:specialflower:0, Medumone
botania:specialflower:0, Pollidisiac
botania:specialflower:0, Clayconia
botania:specialflower:0, Clayconia Petite
botania:specialflower:0, Loonium
botania:specialflower:0, Daffomill
botania:specialflower:0, Vinculotus
botania:specialflower:0, Spectranthemum
botania:specialflower:0, Bubbell
botania:specialflower:0, Bubbell Petite
botania:specialflower:0, Solegnolia
botania:specialflower:0, Solegnolia Petite
botania:specialflower:0, Bergamute
botania:spreader:0, Mana Spreader
botania:spreader:1, Pulse Mana Spreader
botania:spreader:2, Elven Mana Spreader
botania:spreader:3, Gaia Mana Spreader
botania:pool:0, Mana Pool
botania:pool:2, Diluted Mana Pool
botania:pool:3, Fabulous Mana Pool
botania:pool:1, The Everlasting Guilty Pool
botania:runealtar, tile.runeAltar.name
botania:pylon:0, Mana Pylon
botania:pylon:1, Natura Pylon
botania:pylon:2, Gaia Pylon
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, tile.distributor.name
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, tile.enchanter.name
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, Open Crate
botania:opencrate:1, Crafty Crate
botania:foresteye, tile.forestEye.name
botania:storage:0, Block of Manasteel
botania:storage:1, Block of Terrasteel
botania:storage:2, Block of Elementium
botania:storage:3, Block of Mana Diamond
botania:storage:4, Block of Dragonstone
botania:forestdrum:0, Drum of the Wild
botania:forestdrum:1, Drum of the Gathering
botania:forestdrum:2, Drum of the Canopy
botania:shinyflower:0, Glimmering White Flower
botania:shinyflower:1, Glimmering Orange Flower
botania:shinyflower:2, Glimmering Magenta Flower
botania:shinyflower:3, Glimmering Light Blue Flower
botania:shinyflower:4, Glimmering Yellow Flower
botania:shinyflower:5, Glimmering Lime Flower
botania:shinyflower:6, Glimmering Pink Flower
botania:shinyflower:7, Glimmering Gray Flower
botania:shinyflower:8, Glimmering Light Gray Flower
botania:shinyflower:9, Glimmering Cyan Flower
botania:shinyflower:10, Glimmering Purple Flower
botania:shinyflower:11, Glimmering Blue Flower
botania:shinyflower:12, Glimmering Brown Flower
botania:shinyflower:13, Glimmering Green Flower
botania:shinyflower:14, Glimmering Red Flower
botania:shinyflower:15, Glimmering Black Flower
botania:platform:0, Abstruse Platform
botania:platform:1, Spectral Platform
botania:platform:2, Infrangible Platform
botania:alfheimportal, tile.alfheimPortal.name
botania:dreamwood:0, Dreamwood
botania:dreamwood:1, Dreamwood Planks
botania:dreamwood:2, Mossy Dreamwood Planks
botania:dreamwood:3, Framed Dreamwood
botania:dreamwood:4, Pattern Framed Dreamwood
botania:dreamwood:5, Glimmering Dreamwood
botania:conjurationcatalyst, tile.conjurationCatalyst.name
botania:bifrost, tile.bifrost.name
botania:miniisland:0, Floating White Flower
botania:miniisland:1, Floating Orange Flower
botania:miniisland:2, Floating Magenta Flower
botania:miniisland:3, Floating Light Blue Flower
botania:miniisland:4, Floating Yellow Flower
botania:miniisland:5, Floating Lime Flower
botania:miniisland:6, Floating Pink Flower
botania:miniisland:7, Floating Gray Flower
botania:miniisland:8, Floating Light Gray Flower
botania:miniisland:9, Floating Cyan Flower
botania:miniisland:10, Floating Purple Flower
botania:miniisland:11, Floating Blue Flower
botania:miniisland:12, Floating Brown Flower
botania:miniisland:13, Floating Green Flower
botania:miniisland:14, Floating Red Flower
botania:miniisland:15, Floating Black Flower
botania:tinypotato, tile.tinyPotato.name
botania:spawnerclaw, tile.spawnerClaw.name
botania:custombrick:0, Azulejo
botania:custombrick:1, Azulejo
botania:custombrick:2, Azulejo
botania:custombrick:3, Azulejo
botania:custombrick:4, Azulejo
botania:custombrick:5, Azulejo
botania:custombrick:6, Azulejo
botania:custombrick:7, Azulejo
botania:custombrick:8, Azulejo
botania:custombrick:9, Azulejo
botania:custombrick:10, Azulejo
botania:custombrick:11, Azulejo
botania:custombrick:12, Azulejo
botania:custombrick:13, Azulejo
botania:custombrick:14, Azulejo
botania:custombrick:15, Azulejo
botania:endereyeblock, tile.enderEyeBlock.name
botania:starfield, tile.starfield.name
botania:rfgenerator, tile.rfGenerator.name
botania:elfglass, tile.elfGlass.name
botania:brewery, tile.brewery.name
botania:managlass, tile.manaGlass.name
botania:terraplate, tile.terraPlate.name
botania:redstringcontainer, tile.redStringContainer.name
botania:redstringdispenser, tile.redStringDispenser.name
botania:redstringfertilizer, tile.redStringFertilizer.name
botania:redstringcomparator, tile.redStringComparator.name
botania:redstringrelay, tile.redStringRelay.name
botania:floatingspecialflower:0, Floating Pure Daisy
botania:floatingspecialflower:0, Floating Manastar
botania:floatingspecialflower:0, Floating Endoflame
botania:floatingspecialflower:0, Floating Hydroangeas
botania:floatingspecialflower:0, Floating Thermalily
botania:floatingspecialflower:0, Floating Rosa Arcana
botania:floatingspecialflower:0, Floating Munchdew
botania:floatingspecialflower:0, Floating Entropinnyum
botania:floatingspecialflower:0, Floating Kekimurus
botania:floatingspecialflower:0, Floating Gourmaryllis
botania:floatingspecialflower:0, Floating Narslimmus
botania:floatingspecialflower:0, Floating Spectrolus
botania:floatingspecialflower:0, Floating Rafflowsia
botania:floatingspecialflower:0, Floating Shulk Me Not
botania:floatingspecialflower:0, Floating Dandelifeon
botania:floatingspecialflower:0, Floating Jaded Amaranthus
botania:floatingspecialflower:0, Floating Bellethorne
botania:floatingspecialflower:0, Floating Bellethorne Petite
botania:floatingspecialflower:0, Floating Dreadthorne
botania:floatingspecialflower:0, Floating Heisei Dream
botania:floatingspecialflower:0, Floating Tigerseye
botania:floatingspecialflower:0, Floating Marimorphosis
botania:floatingspecialflower:0, Floating Marimorphosis Petite
botania:floatingspecialflower:0, Floating Orechid
botania:floatingspecialflower:0, Floating Orechid Ignem
